Id,Pid,Lvl,"Method","GlobalId","Par01","Par02","Par03","Par04","Par05","Par06","Par07","Par08","Par09"
147543,103546,1,"IfcSimplePropertyTemplate","3M$N3NSHEtzUzIraSUQbbd","EvaporatorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcEvaporatorTypeEnum","DIRECTEXPANSION,DIRECTEXPANSIONSHELLANDTUBE,DIRECTEXPANSIONTUBEINTUBE,DIRECTEXPANSIONBRAZEDPLATE,FLOODEDSHELLANDTUBE,SHELLANDCOIL,USERDEFINED,NOTDEFINED","PredefinedType",""
147546,103546,1,"IfcSimplePropertyTemplate","3wsAdRpZhDxrgyMsI0QvUX","HeatExchangerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcHeatExchangerTypeEnum","PLATE,SHELLANDTUBE,USERDEFINED,NOTDEFINED","PredefinedType",""
147549,103546,1,"IfcSimplePropertyTemplate","2rw0Q7BwAoWEDqaIPJNg1R","HumidifierType","","","IfcLabel","P_ENUMERATEDVALUE","IfcHumidifierTypeEnum","STEAMINJECTION,ADIABATICAIRWASHER,ADIABATICPAN,ADIABATICWETTEDELEMENT,ADIABATICATOMIZING,ADIABATICULTRASONIC,ADIABATICRIGIDMEDIA,ADIABATICCOMPRESSEDAIRNOZZLE,ASSISTEDELECTRIC,ASSISTEDNATURALGAS,ASSISTEDPROPANE,ASSISTEDBUTANE,ASSISTEDSTEAM,USERDEFINED,NOTDEFINED","PredefinedType",""
147552,103546,1,"IfcSimplePropertyTemplate","3eEbFedcaTR42Axq1aIO6d","MotorConnectionType","","","IfcLabel","P_ENUMERATEDVALUE","IfcMotorConnectionTypeEnum","BELTDRIVE,COUPLING,DIRECTDRIVE,USERDEFINED,NOTDEFINED","PredefinedType",""
147554,103546,1,"IfcSimplePropertyTemplate","1sOYCurgQsJcwkGwRfItgk","SolarDeviceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSolarDeviceTypeEnum","SOLARCOLLECTOR,SOLARPANEL,USERDEFINED,NOTDEFINED","PredefinedType",""
147557,103546,1,"IfcSimplePropertyTemplate","28YEFjhhAaadpVgdFoNJnx","TransformerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcTransformerTypeEnum","CURRENT,FREQUENCY,INVERTER,RECTIFIER,VOLTAGE,USERDEFINED,NOTDEFINED","PredefinedType",""
147560,103546,1,"IfcSimplePropertyTemplate","24IR4ozU6Ek4Qg7KI0jDiL","TubeBundleType","","","IfcLabel","P_ENUMERATEDVALUE","IfcTubeBundleTypeEnum","FINNED,USERDEFINED,NOTDEFINED","PredefinedType",""
147563,103546,1,"IfcSimplePropertyTemplate","0uf$6I5hyXRroVe0qOpZn4","UnitaryEquipmentType","","","IfcLabel","P_ENUMERATEDVALUE","IfcUnitaryEquipmentTypeEnum","AIRHANDLER,AIRCONDITIONINGUNIT,DEHUMIDIFIER,SPLITSYSTEM,ROOFTOPUNIT,USERDEFINED,NOTDEFINED","PredefinedType",""
147566,103546,1,"IfcSimplePropertyTemplate","0L6HUTRPjLOuWl0rxNidXM","AirTerminalBoxType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAirTerminalBoxTypeEnum","CONSTANTFLOW,VARIABLEFLOWPRESSUREDEPENDANT,VARIABLEFLOWPRESSUREINDEPENDANT,USERDEFINED,NOTDEFINED","PredefinedType",""
147569,103546,1,"IfcSimplePropertyTemplate","0vP_9fb967BB7BrpISI1dR","DamperType","","","IfcLabel","P_ENUMERATEDVALUE","IfcDamperTypeEnum","BALANCINGDAMPER,BACKDRAFTDAMPER,BLASTDAMPER,CONTROLDAMPER,FIREDAMPER,FIRESMOKEDAMPER,FUMEHOODEXHAUST,GRAVITYDAMPER,GRAVITYRELIEFDAMPER,RELIEFDAMPER,SMOKEDAMPER,USERDEFINED,NOTDEFINED","PredefinedType",""
147572,103546,1,"IfcSimplePropertyTemplate","1PbUc26fMjvC3M8cwC7th7","ElectricDistributionBoardType","","","IfcLabel","P_ENUMERATEDVALUE","IfcElectricDistributionBoardTypeEnum","CONSUMERUNIT,DISTRIBUTIONBOARD,MOTORCONTROLCENTRE,SWITCHBOARD,USERDEFINED,NOTDEFINED","PredefinedType",""
147575,103546,1,"IfcSimplePropertyTemplate","2nJkiTCverlEVE7RTW4B1Y","ElectricTimeControlType","","","IfcLabel","P_ENUMERATEDVALUE","IfcElectricTimeControlTypeEnum","TIMECLOCK,TIMEDELAY,RELAY,USERDEFINED,NOTDEFINED","PredefinedType",""
147578,103546,1,"IfcSimplePropertyTemplate","2l$FNuYSLThmjduToFKi7_","FlowMeterType","","","IfcLabel","P_ENUMERATEDVALUE","IfcFlowMeterTypeEnum","ENERGYMETER,GASMETER,OILMETER,WATERMETER,USERDEFINED,NOTDEFINED","PredefinedType",""
147581,103546,1,"IfcSimplePropertyTemplate","3eF8WX9A$ZlSOVBLxDdJGD","ProtectiveDeviceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcProtectiveDeviceTypeEnum","CIRCUITBREAKER,EARTHLEAKAGECIRCUITBREAKER,EARTHINGSWITCH,FUSEDISCONNECTOR,RESIDUALCURRENTCIRCUITBREAKER,RESIDUALCURRENTSWITCH,VARISTOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147584,103546,1,"IfcSimplePropertyTemplate","01LuoaSgFmYIrVGK83kyOx","SwitchingDeviceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSwitchingDeviceTypeEnum","CONTACTOR,DIMMERSWITCH,EMERGENCYSTOP,KEYPAD,MOMENTARYSWITCH,SELECTORSWITCH,STARTER,SWITCHDISCONNECTOR,TOGGLESWITCH,USERDEFINED,NOTDEFINED","PredefinedType",""
147589,103546,1,"IfcSimplePropertyTemplate","1qa6F2unP5m8W9ffTuavQi","CableCarrierFittingType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCableCarrierFittingTypeEnum","BEND,CROSS,REDUCER,TEE,USERDEFINED,NOTDEFINED","PredefinedType",""
147592,103546,1,"IfcSimplePropertyTemplate","3O$2iu6nYdIyaTIGH7Zg_9","CableFittingType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCableFittingTypeEnum","CONNECTOR,ENTRY,EXIT,JUNCTION,TRANSITION,USERDEFINED,NOTDEFINED","PredefinedType",""
147595,103546,1,"IfcSimplePropertyTemplate","3HRIbTBLH_L6_0kbUsuX_c","DuctFittingType","","","IfcLabel","P_ENUMERATEDVALUE","IfcDuctFittingTypeEnum","BEND,CONNECTOR,ENTRY,EXIT,JUNCTION,OBSTRUCTION,TRANSITION,USERDEFINED,NOTDEFINED","PredefinedType",""
147597,103546,1,"IfcSimplePropertyTemplate","1u3lZkYvRyqQKjzn_4L1RN","JunctionBoxType","","","IfcLabel","P_ENUMERATEDVALUE","IfcJunctionBoxTypeEnum","DATA,POWER,USERDEFINED,NOTDEFINED","PredefinedType",""
147600,103546,1,"IfcSimplePropertyTemplate","32U1TvJCgjMZ6gax7czV8G","PipeFittingType","","","IfcLabel","P_ENUMERATEDVALUE","IfcPipeFittingTypeEnum","BEND,CONNECTOR,ENTRY,EXIT,JUNCTION,OBSTRUCTION,TRANSITION,USERDEFINED,NOTDEFINED","PredefinedType",""
147603,103546,1,"IfcSimplePropertyTemplate","3CrVJc4WlHrg6uLHcrYbCK","CompressorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCompressorTypeEnum","DYNAMIC,RECIPROCATING,ROTARY,SCROLL,TROCHOIDAL,SINGLESTAGE,BOOSTER,OPENTYPE,HERMETIC,SEMIHERMETIC,WELDEDSHELLHERMETIC,ROLLINGPISTON,ROTARYVANE,SINGLESCREW,TWINSCREW,USERDEFINED,NOTDEFINED","PredefinedType",""
147606,103546,1,"IfcSimplePropertyTemplate","0zMVk4_jRzret4c6_Z7fav","FanType","","","IfcLabel","P_ENUMERATEDVALUE","IfcFanTypeEnum","CENTRIFUGALFORWARDCURVED,CENTRIFUGALRADIAL,CENTRIFUGALBACKWARDINCLINEDCURVED,CENTRIFUGALAIRFOIL,TUBEAXIAL,VANEAXIAL,PROPELLORAXIAL,USERDEFINED,NOTDEFINED","PredefinedType",""
147609,103546,1,"IfcSimplePropertyTemplate","2Ck3pSLaTtARnAsK9XZuJC","PumpType","","","IfcLabel","P_ENUMERATEDVALUE","IfcPumpTypeEnum","CIRCULATOR,ENDSUCTION,SPLITCASE,SUBMERSIBLEPUMP,SUMPPUMP,VERTICALINLINE,VERTICALTURBINE,USERDEFINED,NOTDEFINED","PredefinedType",""
147612,103546,1,"IfcSimplePropertyTemplate","36gLk_rgvWRdiMxLyRclrz","CableCarrierSegmentType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCableCarrierSegmentTypeEnum","CABLELADDERSEGMENT,CABLETRAYSEGMENT,CABLETRUNKINGSEGMENT,CONDUITSEGMENT,USERDEFINED,NOTDEFINED","PredefinedType",""
147615,103546,1,"IfcSimplePropertyTemplate","2h7gey2qxhzINWv2_9S7_o","CableSegmentType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCableSegmentTypeEnum","BUSBARSEGMENT,CABLESEGMENT,CONDUCTORSEGMENT,CORESEGMENT,USERDEFINED,NOTDEFINED","PredefinedType",""
147618,103546,1,"IfcSimplePropertyTemplate","1CRJkP8e0dnNJW_R88f3xd","DuctSegmentType","","","IfcLabel","P_ENUMERATEDVALUE","IfcDuctSegmentTypeEnum","RIGIDSEGMENT,FLEXIBLESEGMENT,USERDEFINED,NOTDEFINED","PredefinedType",""
147621,103546,1,"IfcSimplePropertyTemplate","3MRg5_pYQIS7vlG44GxmLV","PipeSegmentType","","","IfcLabel","P_ENUMERATEDVALUE","IfcPipeSegmentTypeEnum","CULVERT,FLEXIBLESEGMENT,RIGIDSEGMENT,GUTTER,SPOOL,USERDEFINED,NOTDEFINED","PredefinedType",""
147624,103546,1,"IfcSimplePropertyTemplate","3dMTBFCFQBVchEXFm$YZYr","ElectricFlowStorageDeviceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcElectricFlowStorageDeviceTypeEnum","BATTERY,CAPACITORBANK,HARMONICFILTER,INDUCTORBANK,UPS,USERDEFINED,NOTDEFINED","PredefinedType",""
147627,103546,1,"IfcSimplePropertyTemplate","0CQNnY5u6Fmg41Z9sHgqDw","TankType","","","IfcLabel","P_ENUMERATEDVALUE","IfcTankTypeEnum","BASIN,BREAKPRESSURE,EXPANSION,FEEDANDEXPANSION,PRESSUREVESSEL,STORAGE,VESSEL,USERDEFINED,NOTDEFINED","PredefinedType",""
147630,103546,1,"IfcSimplePropertyTemplate","1VJu8qRs8YY2B0A18WpR9Z","AirTerminalType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAirTerminalTypeEnum","DIFFUSER,GRILLE,LOUVRE,REGISTER,USERDEFINED,NOTDEFINED","PredefinedType",""
147633,103546,1,"IfcSimplePropertyTemplate","2TN67fEXPm0NEdHAlMGTJf","AudioVisualApplianceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcAudioVisualApplianceTypeEnum","AMPLIFIER,CAMERA,DISPLAY,MICROPHONE,PLAYER,PROJECTOR,RECEIVER,SPEAKER,SWITCHER,TELEPHONE,TUNER,USERDEFINED,NOTDEFINED","PredefinedType",""
147636,103546,1,"IfcSimplePropertyTemplate","06rpyua65qw7Z30KLmmcT$","CommunicationsApplianceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcCommunicationsApplianceTypeEnum","ANTENNA,COMPUTER,FAX,GATEWAY,MODEM,NETWORKAPPLIANCE,NETWORKBRIDGE,NETWORKHUB,PRINTER,REPEATER,ROUTER,SCANNER,USERDEFINED,NOTDEFINED","PredefinedType",""
147639,103546,1,"IfcSimplePropertyTemplate","28KUFBtuP_O6hdSsVxVGIh","ElectricApplianceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcElectricApplianceTypeEnum","DISHWASHER,ELECTRICCOOKER,FREESTANDINGELECTRICHEATER,FREESTANDINGFAN,FREESTANDINGWATERHEATER,FREESTANDINGWATERCOOLER,FREEZER,FRIDGE_FREEZER,HANDDRYER,KITCHENMACHINE,MICROWAVE,PHOTOCOPIER,REFRIGERATOR,TUMBLEDRYER,VENDINGMACHINE,WASHINGMACHINE,USERDEFINED,NOTDEFINED","PredefinedType",""
147642,103546,1,"IfcSimplePropertyTemplate","3ox7LXyvSzw0gmKjJ7PnyZ","FireSuppressionTerminalType","","","IfcLabel","P_ENUMERATEDVALUE","IfcFireSuppressionTerminalTypeEnum","BREECHINGINLET,FIREHYDRANT,HOSEREEL,SPRINKLER,SPRINKLERDEFLECTOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147645,103546,1,"IfcSimplePropertyTemplate","3VWrvXNhCurUqhVRUnyIHp","LampType","","","IfcLabel","P_ENUMERATEDVALUE","IfcLampTypeEnum","COMPACTFLUORESCENT,FLUORESCENT,HALOGEN,HIGHPRESSUREMERCURY,HIGHPRESSURESODIUM,LED,METALHALIDE,OLED,TUNGSTENFILAMENT,USERDEFINED,NOTDEFINED","PredefinedType",""
147648,103546,1,"IfcSimplePropertyTemplate","0KJmgh$Ryr1hMdcf2f6grm","LightFixtureType","","","IfcLabel","P_ENUMERATEDVALUE","IfcLightFixtureTypeEnum","POINTSOURCE,DIRECTIONSOURCE,SECURITYLIGHTING,USERDEFINED,NOTDEFINED","PredefinedType",""
147651,103546,1,"IfcSimplePropertyTemplate","2nXmoLgyeL9vJHTl7HrdH9","MedicalDeviceType","","","IfcLabel","P_ENUMERATEDVALUE","IfcMedicalDeviceTypeEnum","AIRSTATION,FEEDAIRUNIT,OXYGENGENERATOR,OXYGENPLANT,VACUUMSTATION,USERDEFINED,NOTDEFINED","PredefinedType",""
147654,103546,1,"IfcSimplePropertyTemplate","0WhSTHAOuc7SSnhRfj1pYd","OutletType","","","IfcLabel","P_ENUMERATEDVALUE","IfcOutletTypeEnum","AUDIOVISUALOUTLET,COMMUNICATIONSOUTLET,POWEROUTLET,DATAOUTLET,TELEPHONEOUTLET,USERDEFINED,NOTDEFINED","PredefinedType",""
147657,103546,1,"IfcSimplePropertyTemplate","2sko2qNMG549A8R6Ll2kC6","SanitaryTerminalType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSanitaryTerminalTypeEnum","BATH,BIDET,CISTERN,SHOWER,SINK,SANITARYFOUNTAIN,TOILETPAN,URINAL,WASHHANDBASIN,WCSEAT,USERDEFINED,NOTDEFINED","PredefinedType",""
147659,103546,1,"IfcSimplePropertyTemplate","05c7le9v5_qzLBtobOWEIP","SpaceHeaterType","","","IfcLabel","P_ENUMERATEDVALUE","IfcSpaceHeaterTypeEnum","CONVECTOR,RADIATOR,USERDEFINED,NOTDEFINED","PredefinedType",""
147662,103546,1,"IfcSimplePropertyTemplate","0Kox5kCu4fZ9QVL3vTQ7pr","StackTerminalType","","","IfcLabel","P_ENUMERATEDVALUE","IfcStackTerminalTypeEnum","BIRDCAGE,COWL,RAINWATERHOPPER,USERDEFINED,NOTDEFINED","PredefinedType",""
147665,103546,1,"IfcSimplePropertyTemplate","26dIwNRmCmy72UDfq11yey","WasteTerminalType","","","IfcLabel","P_ENUMERATEDVALUE","IfcWasteTerminalTypeEnum","FLOORTRAP,FLOORWASTE,GULLYSUMP,GULLYTRAP,ROOFDRAIN,WASTEDISPOSALUNIT,WASTETRAP,USERDEFINED,NOTDEFINED","PredefinedType",""
147668,103546,1,"IfcSimplePropertyTemplate","1aIyiaPs78BX21ZbwVS2l$","DuctSilencerType","","","IfcLabel","P_ENUMERATEDVALUE","IfcDuctSilencerTypeEnum","FLATOVAL,RECTANGULAR,ROUND,USERDEFINED,NOTDEFINED","PredefinedType",""
147671,103546,1,"IfcSimplePropertyTemplate","24kZgBUh$Y7lHbzBcr5GXz","FilterType","","","IfcLabel","P_ENUMERATEDVALUE","IfcFilterTypeEnum","AIRPARTICLEFILTER,COMPRESSEDAIRFILTER,ODORFILTER,OILFILTER,STRAINER,WATERFILTER,USERDEFINED,NOTDEFINED","PredefinedType",""
147674,103546,1,"IfcSimplePropertyTemplate","1KbQzxcDpBQ74M9_NMHYvQ","InterceptorType","","","IfcLabel","P_ENUMERATEDVALUE","IfcInterceptorTypeEnum","CYCLONIC,GREASE,OIL,PETROL,USERDEFINED,NOTDEFINED","PredefinedType",""
161458,103546,1,"IfcSimplePropertyTemplate","1ilID9tR8D35bc5sY4Duou","CurtainWallType","This enumeration defines the valid types of curtain wall that can be predefined using the enumeration values.","","IfcLabel","P_ENUMERATEDVALUE","IfcCurtainWallTypeEnum","USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the valid types of curtain wall that can be predefined using the enumeration values."
161507,103546,1,"IfcSimplePropertyTemplate","3rk0ACuDPoI9CIuVT3Am2e","TransportElementType","Enumeration defining the transport element type.","","IfcLabel","P_ENUMERATEDVALUE","IfcTransportElementTypeEnum","ELEVATOR,ESCALATOR,MOVINGWALKWAY,CRANEWAY,LIFTINGGEAR,USERDEFINED,NOTDEFINED","PredefinedType","Enumeration defining the transport element type."
175034,103546,1,"IfcSimplePropertyTemplate","0dg63JivuksfjDUA40Pval","SpatialZoneType","This enumeration defines the range of different types of spatial zones that can further specify an IfcSpatialZoneTypeEnum.","","IfcLabel","P_ENUMERATEDVALUE","IfcSpatialZoneTypeEnum","CONSTRUCTION,FIRESAFETY,LIGHTING,OCCUPANCY,SECURITY,THERMAL,TRANSPORT,VENTILATION,USERDEFINED,NOTDEFINED","PredefinedType","This enumeration defines the range of different types of spatial zones that can further specify an IfcSpatialZoneTypeEnum."
175585,103546,1,"IfcSimplePropertyTemplate","3_v8VDjsI_zk6Y59Xm5kmm","Typ uživatelsky definovaný","Tento typ se volí v případě, že výčet typů neobsahuje potřebný typ.","","IfcText","P_SINGLEVALUE","","","",""
103970,100,1,"IfcPropertySetTemplate","0uQhEQfaYVKR1moGbhmg2z","CZ_ConstituentMaterial","Materiál - sestava","","","","","","",""
103971,103970,1,"IfcSimplePropertyTemplate","314qFRN$$c$QVbu2vc2o93","ConstituentReference","","","IfcIdentifier","P_SINGLEVALUE","","","ConstituentReference",""
104110,103970,1,"IfcSimplePropertyTemplate","0yveVOY2m$V3URAAMuZMAj","Constituents","","","IfcLabel","P_SINGLEVALUE","","","Constituents",""
105051,100,1,"IfcPropertySetTemplate","3r5L1OdRf9ZdVijd3BaKql","CZ_Template","Označení šablony","x","x","","","","",""
82759,105051,1,"IfcSimplePropertyTemplate","0Vm$K3za56hNe$I6o6LjyF","DataTemplateDescription","Element´s template description.","","IfcText","P_SINGLEVALUE","","","DataTemplateDescription","Element´s template description."
150008,105051,1,"IfcSimplePropertyTemplate","0QUL2z8QxW1ZpCAYICSbg6","DataTemplateID","Code generated from the database as a function of phase and use cases","","IfcIdentifier","P_SINGLEVALUE","","","DataTemplateID","Code generated from the database as a function of phase and use cases"
1,-1,-1,"IfcProjectLibrary","","Úroveň potřebných informací","","","","","","","",""
55018,1,0,"IfcRelAssignsToControl","0bQnTPqh9R_vtwRk82eP7w","Vytvoření modelu TZB","Vytvoření modelu TZB","Požadavek na data","","","","","",""
5,1,0,"IfcRelAssignsToActor","3vDhz8vYjqoJgPb2Txpw7i","Admin","","","","","","","",""
11,1,0,"IfcRelAssignsToProcess","2eIW_jwQ6229NqftPiBuT2","Dokumentace skutečného provedení stavby","Dokumentace skutečného provedení stavby","true","","","","","",""
524531,1,0,"IfcClassificationReference","0$6hBKgrfv9MPCumFl0fyI","Pozemní stavby","Pozemní stavby","52453","","","","","","DSS"
524541,524531,1,"IfcClassificationReference","3YvP38K5rxWK_r1ZijCQmM","Stavebně architektonické řešení","Stavebně architektonické řešení","52454","52453","","","","","DSS"
895911,524541,2,"IfcClassificationReference","1fNQWZMB$69BqcqEY7x6$Q","IfcDistributionElements","Technická zařízení budov","89591","52454","","","","","DSS"
896151,895911,3,"IfcClassificationReference","12sfxitQfFNvmowsPcoP_y","IfcEvaporativeCooler","Adiabatický chladič","89615","89591","","","","","DSS"
896151,1,0,"IfcRelAssociatesClassification","","","","","","","","","",""
100,1,0,"IfcRelDeclares","","","","","","","","","",""
77582,100,1,"IfcPropertySetTemplate","25AkZtlDVzuZDwc0GIrYPx","Pset_EnvironmentalImpactIndicators","Ukazatele vlivu na životní prostředí","","","","","","",""
77584,77582,1,"IfcSimplePropertyTemplate","20XMepaB4FzzbHGGxzpxyr","Reference","Reference ID for this specified type in this project (e.g. type 'A-1'). Used to store the non-classification driven internal project type.","","IfcIdentifier","P_SINGLEVALUE","","","Reference","Reference ID for this specified type in this project (e.g. type 'A-1'). Used to store the non-classification driven internal project type."
78332,100,1,"IfcPropertySetTemplate","2UvLQTs8SHlv7ZzfuJ63Vs","Pset_Condition","Stav","","","","","","",""
